dew,humidity,pressure,temperature,timestamp,volt
24.99673,98.62,1006.41,25.23,1767205474,4.09
24.96679,98.62,1006.4,25.2,1767205534,4.09
24.96509,98.61,1006.4,25.2,1767205594,4.09
24.95341,98.6,1006.42,25.19,1767205654,4.09
24.96679,98.62,1006.4,25.2,1767205714,4.09
24.96339,98.6,1006.42,25.2,1767205774,4.09
24.96679,98.62,1006.42,25.2,1767205834,4.09
24.9517,98.59,1006.38,25.19,1767205894,4.09
24.92176,98.59,1006.38,25.16,1767205954,4.09
24.91177,98.59,1006.37,25.15,1767206014,4.09
24.94002,98.58,1006.36,25.18,1767206074,4.09
24.92834,98.57,1006.37,25.17,1767206134,4.09
24.92834,98.57,1006.33,25.17,1767206194,4.09
24.89011,98.58,1006.33,25.13,1767206254,4.09
24.90667,98.56,1006.33,25.15,1767206314,4.09
24.91836,98.57,1006.3,25.16,1767206374,4.09
24.89011,98.58,1006.29,25.13,1767206434,4.09
24.89839,98.57,1006.31,25.14,1767206494,4.09
24.88013,98.58,1006.3,25.12,1767206554,4.09
24.86844,98.57,1006.3,25.11,1767206615,4.09
24.86844,98.57,1006.28,25.11,1767206675,4.09
24.88013,98.58,1006.28,25.12,1767206735,4.09
24.85847,98.57,1006.29,25.1,1767206795,4.09
24.8385,98.57,1006.27,25.08,1767206855,4.09
24.81683,98.56,1006.23,25.06,1767206915,4.09
24.8351,98.55,1006.21,25.08,1767206975,4.09
24.79008,98.52,1006.19,25.04,1767207035,4.09
24.79177,98.53,1006.19,25.04,1767207095,4.09
24.77669,98.5,1006.2,25.03,1767207155,4.09
24.74675,98.5,1006.21,25.0,1767207215,4.09
24.70343,98.48,1006.19,24.96,1767207275,4.09
24.71001,98.46,1006.17,24.97,1767207335,4.09
24.70173,98.47,1006.17,24.96,1767207395,4.09
24.68835,98.45,1006.17,24.95,1767207455,4.09
24.70831,98.45,1006.15,24.97,1767207515,4.09
24.69833,98.45,1006.15,24.96,1767207576,4.09
24.67497,98.43,1006.16,24.94,1767207635,4.09
24.70343,98.48,1006.13,24.96,1767207695,4.09
24.69175,98.47,1006.11,24.95,1767207755,4.09
24.70343,98.48,1006.08,24.96,1767207815,4.09
24.67348,98.48,1006.07,24.93,1767207875,4.09
24.68686,98.5,1006.07,24.94,1767207935,4.09
24.67518,98.49,1006.08,24.93,1767207995,4.09
24.65183,98.47,1006.09,24.91,1767208056,4.09
24.6669,98.5,1006.08,24.92,1767208176,4.09
24.67858,98.51,1006.09,24.93,1767208236,4.09
24.65862,98.51,1006.08,24.91,1767208296,4.09
24.66201,98.53,1006.07,24.91,1767208356,4.09
24.65203,98.53,1006.08,24.9,1767208416,4.09
24.65882,98.57,1006.06,24.9,1767208476,4.09
24.66561,98.61,1006.05,24.9,1767208536,4.09
24.68068,98.64,1006.05,24.91,1767208596,4.09
24.67579,98.67,1006.06,24.9,1767208656,4.09
24.66411,98.66,1006.06,24.89,1767208716,4.09
24.68577,98.67,1006.05,24.91,1767208776,4.09
24.6675,98.68,1006.03,24.89,1767208836,4.09
24.67918,98.69,1006.0,24.9,1767208896,4.09
24.68257,98.71,1005.96,24.9,1767208956,4.09
24.67258,98.71,1005.92,24.89,1767209016,4.09
24.67598,98.73,1005.87,24.89,1767209076,4.09
24.67598,98.73,1005.87,24.89,1767209136,4.09
24.67767,98.74,1005.85,24.89,1767209196,4.09
24.65601,98.73,1005.8,24.87,1767209256,4.09
24.67277,98.77,1005.77,24.88,1767209316,4.09
24.67767,98.74,1005.77,24.89,1767209377,4.09
24.6577,98.74,1005.74,24.87,1767209437,4.09
24.64772,98.74,1005.73,24.86,1767209497,4.09
24.64941,98.75,1005.76,24.86,1767209557,4.09
24.64941,98.75,1005.74,24.86,1767209617,4.09
24.64112,98.76,1005.76,24.85,1767209677,4.09
24.6528,98.77,1005.76,24.86,1767209737,4.09
24.60287,98.77,1005.76,24.81,1767209797,4.09
24.59949,98.75,1005.78,24.81,1767209857,4.09
24.63773,98.74,1005.78,24.85,1767209917,4.09
24.5912,98.76,1005.81,24.8,1767209977,4.09
24.58612,98.73,1005.8,24.8,1767210037,4.09
24.60609,98.73,1005.81,24.82,1767210097,4.09
24.60948,98.75,1005.83,24.82,1767210157,4.09
24.58781,98.74,1005.86,24.8,1767210217,4.09
24.58612,98.73,1005.87,24.8,1767210277,4.09
24.5895,98.75,1005.88,24.8,1767210337,4.09
24.56954,98.75,1005.88,24.78,1767210397,4.09
24.5978,98.74,1005.87,24.81,1767210457,4.09
24.56615,98.73,1005.86,24.78,1767210517,4.09
24.56954,98.75,1005.87,24.78,1767210577,4.09
24.56784,98.74,1005.86,24.78,1767210638,4.09
24.57123,98.76,1005.9,24.78,1767210698,4.09
24.57292,98.77,1005.88,24.78,1767210758,4.09
24.56124,98.76,1005.86,24.77,1767210818,4.09
24.56124,98.76,1005.85,24.77,1767210878,4.09
24.55955,98.75,1005.85,24.77,1767210938,4.09
24.53959,98.75,1005.85,24.75,1767210998,4.09
24.57631,98.79,1005.86,24.78,1767211058,4.09
24.57123,98.76,1005.89,24.78,1767211118,4.09
24.55295,98.77,1005.92,24.76,1767211178,4.09
24.53789,98.74,1005.93,24.75,1767211238,4.09
24.56632,98.79,1005.92,24.77,1767211298,4.08
24.53298,98.77,1005.93,24.74,1767211358,4.09
24.54466,98.78,1005.95,24.75,1767211418,4.09
24.53468,98.78,1005.93,24.74,1767211478,4.09
24.51302,98.77,1005.94,24.72,1767211538,4.09
24.5164,98.79,1005.97,24.72,1767211598,4.09
24.50134,98.76,1005.93,24.71,1767211658,4.09
24.47968,98.75,1005.95,24.69,1767211718,4.09
24.47968,98.75,1005.95,24.69,1767211778,4.09
24.49305,98.77,1005.93,24.7,1767211838,4.09
24.45633,98.73,1005.91,24.67,1767211898,4.09
24.45971,98.75,1005.88,24.67,1767211958,4.09
24.44465,98.72,1005.89,24.66,1767212019,4.09
24.42468,98.72,1005.87,24.64,1767212139,4.09
24.43636,98.73,1005.86,24.65,1767212199,4.09
24.42468,98.72,1005.89,24.64,1767212259,4.09
24.42468,98.72,1005.93,24.64,1767212319,4.09
24.42807,98.74,1005.91,24.64,1767212379,4.08
24.42976,98.75,1005.93,24.64,1767212439,4.09
24.4081,98.74,1005.9,24.62,1767212499,4.09
24.40641,98.73,1005.9,24.62,1767212559,4.09
24.41808,98.74,1005.9,24.63,1767212619,4.09
24.40641,98.73,1005.9,24.62,1767212679,4.09
24.37476,98.72,1005.92,24.59,1767212739,4.09
24.35987,98.75,1005.92,24.57,1767212799,4.09
24.37154,98.76,1005.94,24.58,1767212859,4.09
24.36816,98.74,1005.92,24.58,1767212919,4.09
24.36816,98.74,1005.94,24.58,1767212979,4.09
24.36816,98.74,1005.94,24.58,1767213039,4.09
24.38152,98.76,1005.97,24.59,1767213099,4.08
24.36325,98.77,1005.95,24.57,1767213160,4.09
24.38152,98.76,1005.95,24.59,1767213220,4.09
24.39335,98.83,1005.98,24.59,1767213280,4.09
24.40995,98.81,1005.98,24.61,1767213340,4.09
24.3717,98.82,1005.99,24.57,1767213400,4.09
24.39335,98.83,1005.98,24.59,1767213460,4.08
24.38168,98.82,1005.96,24.58,1767213520,4.09
24.37339,98.83,1006.01,24.57,1767213580,4.09
24.3717,98.82,1006.02,24.57,1767213640,4.09
24.36509,98.84,1006.01,24.56,1767213700,4.09
24.36509,98.84,1005.99,24.56,1767213760,4.09
24.34174,98.82,1006.0,24.54,1767213820,4.08
24.35172,98.82,1006.01,24.55,1767213880,4.09
24.32837,98.8,1006.02,24.53,1767213940,4.09
24.34343,98.83,1006.03,24.54,1767214000,4.09
24.34343,98.83,1006.02,24.54,1767214060,4.09
24.34174,98.82,1006.04,24.54,1767214120,4.08
24.3101,98.81,1006.02,24.51,1767214180,4.09
24.33513,98.84,1006.03,24.53,1767214240,4.09
24.33175,98.82,1006.03,24.53,1767214300,4.09
24.33344,98.83,1006.02,24.53,1767214360,4.09
24.30011,98.81,1006.01,24.5,1767214420,4.08
24.30011,98.81,1006.01,24.5,1767214480,4.09
24.32008,98.81,1006.03,24.52,1767214541,4.09
24.30518,98.84,1005.99,24.5,1767214601,4.09
24.31516,98.84,1005.97,24.51,1767214661,4.08
24.30518,98.84,1005.97,24.5,1767214721,4.09
24.32346,98.83,1005.97,24.52,1767214781,4.09
24.30518,98.84,1005.98,24.5,1767214841,4.09
24.31347,98.83,1006.0,24.51,1767214901,4.09
24.2935,98.83,1006.04,24.49,1767214961,4.09
24.27184,98.82,1006.01,24.47,1767215021,4.09
24.28352,98.83,1006.03,24.48,1767215081,4.09
24.28352,98.83,1006.02,24.48,1767215141,4.08
24.26354,98.83,1006.01,24.46,1767215201,4.09
24.23851,98.8,1006.02,24.44,1767215261,4.09
24.21854,98.8,1006.03,24.42,1767215321,4.09
24.23683,98.79,1006.06,24.44,1767215381,4.08
24.21854,98.8,1006.06,24.42,1767215441,4.08
24.22515,98.78,1006.09,24.43,1767215501,4.09
24.23851,98.8,1006.12,24.44,1767215561,4.09
24.22515,98.78,1006.09,24.43,1767215622,4.09
24.20856,98.8,1006.19,24.41,1767215682,4.09
24.21025,98.81,1006.17,24.41,1767215742,4.09
24.2236,98.83,1006.18,24.42,1767215802,4.09
24.17031,98.81,1006.2,24.37,1767215862,4.09
24.17031,98.81,1006.21,24.37,1767215922,4.09
24.17537,98.84,1006.24,24.37,1767215982,4.09
24.16707,98.85,1006.26,24.36,1767216042,4.09
24.17705,98.85,1006.3,24.37,1767216102,4.08
24.18872,98.86,1006.3,24.38,1767216162,4.09
24.18042,98.87,1006.3,24.37,1767216223,4.08
24.19041,98.87,1006.29,24.38,1767216282,4.09
24.18042,98.87,1006.3,24.37,1767216342,4.09
24.21375,98.89,1006.3,24.4,1767216402,4.09
24.18211,98.88,1006.3,24.37,1767216462,4.09
24.1672,98.91,1006.32,24.35,1767216522,4.09
24.17057,98.93,1006.32,24.35,1767216582,4.08
24.18717,98.91,1006.33,24.37,1767216642,4.09
24.17887,98.92,1006.35,24.36,1767216703,4.09
24.18885,98.92,1006.38,24.37,1767216763,4.08
24.18224,98.94,1006.4,24.36,1767216823,4.09
24.2039,98.95,1006.43,24.38,1767216883,4.09
24.20221,98.94,1006.43,24.38,1767216943,4.09
24.16563,98.96,1006.44,24.34,1767217003,4.09
24.20726,98.97,1006.45,24.38,1767217063,4.08
24.1773,98.97,1006.42,24.35,1767217123,4.08
24.19896,98.98,1006.4,24.37,1767217183,4.09
24.20065,98.99,1006.39,24.37,1767217243,4.09
24.17899,98.98,1006.41,24.35,1767217303,4.09
24.18067,98.99,1006.4,24.35,1767217363,4.09
24.20401,99.01,1006.43,24.37,1767217423,4.08
24.19739,99.03,1006.44,24.36,1767217483,4.09
24.21232,99.0,1006.47,24.38,1767217543,4.09
24.20895,98.98,1006.5,24.38,1767217603,4.09
24.214,99.01,1006.51,24.38,1767217663,4.09
24.20906,99.04,1006.54,24.37,1767217723,4.09
24.18741,99.03,1006.52,24.35,1767217783,4.09
24.22074,99.05,1006.52,24.38,1767217843,4.09
24.19908,99.04,1006.53,24.36,1767217903,4.08
24.20076,99.05,1006.54,24.36,1767217963,4.08
24.20413,99.07,1006.55,24.36,1767218024,4.09
24.19414,99.07,1006.57,24.35,1767218084,4.09
24.21075,99.05,1006.59,24.37,1767218144,4.09
24.18246,99.06,1006.61,24.34,1767218204,4.08
24.20581,99.08,1006.62,24.36,1767218264,4.08
24.20581,99.08,1006.66,24.36,1767218324,4.08
24.19582,99.08,1006.66,24.35,1767218384,4.09
24.18583,99.08,1006.66,24.34,1767218444,4.09
24.19919,99.1,1006.64,24.35,1767218504,4.08
24.19919,99.1,1006.61,24.35,1767218564,4.09
24.21254,99.12,1006.59,24.36,1767218624,4.09
24.22915,99.1,1006.62,24.38,1767218684,4.09
24.23083,99.11,1006.6,24.38,1767218744,4.09
24.25418,99.13,1006.65,24.4,1767218864,4.09
24.24587,99.14,1006.66,24.39,1767218924,4.09
24.24755,99.15,1006.66,24.39,1767218984,4.09
24.2709,99.17,1006.66,24.41,1767219044,4.09
24.24924,99.16,1006.66,24.39,1767219104,4.09
24.28257,99.18,1006.69,24.42,1767219165,4.08
24.26427,99.19,1006.66,24.4,1767219225,4.08
24.25596,99.2,1006.68,24.39,1767219285,4.08
24.24597,99.2,1006.69,24.38,1767219345,4.08
24.26595,99.2,1006.71,24.4,1767219405,4.08
24.24093,99.17,1006.73,24.38,1767219465,4.09
24.25764,99.21,1006.75,24.39,1767219525,4.08
24.25428,99.19,1006.76,24.39,1767219585,4.08
24.25764,99.21,1006.8,24.39,1767219645,4.09
24.24429,99.19,1006.84,24.38,1767219705,4.09
24.2526,99.18,1006.84,24.39,1767219765,4.08
24.24597,99.2,1006.85,24.38,1767219825,4.09
24.21096,99.17,1006.9,24.35,1767219885,4.09
24.19929,99.16,1006.92,24.34,1767219945,4.08
24.20928,99.16,1006.95,24.35,1767220005,4.09
24.20433,99.19,1006.95,24.34,1767220065,4.09
24.20928,99.16,1006.97,24.35,1767220125,4.09
24.19929,99.16,1007.01,24.34,1767220185,4.08
24.14598,99.14,1007.02,24.29,1767220245,4.09
24.19761,99.15,1007.04,24.34,1767220305,4.09
24.16596,99.14,1007.06,24.31,1767220365,4.08
24.17595,99.14,1007.08,24.32,1767220425,4.08
24.15429,99.13,1007.1,24.3,1767220485,4.09
24.17931,99.16,1007.12,24.32,1767220546,4.09
24.15933,99.16,1007.15,24.3,1767220606,4.08
24.14103,99.17,1007.17,24.28,1767220666,4.09
24.20097,99.17,1007.18,24.34,1767220726,4.09
24.16932,99.16,1007.23,24.31,1767220786,4.09
24.17931,99.16,1007.23,24.32,1767220846,4.08
24.171,99.17,1007.25,24.31,1767220906,4.09
24.16764,99.15,1007.28,24.31,1767220966,4.09
24.17595,99.14,1007.3,24.32,1767221026,4.1
24.19266,99.18,1007.34,24.33,1767221086,4.1
24.20097,99.17,1007.36,24.34,1767221146,4.09
24.19266,99.18,1007.37,24.33,1767221206,4.09
24.20601,99.2,1007.38,24.34,1767221266,4.11
24.20601,99.2,1007.38,24.34,1767221326,4.09
24.216,99.2,1007.39,24.35,1767221386,4.1
24.23598,99.2,1007.45,24.37,1767221446,4.1
24.20601,99.2,1007.47,24.34,1767221506,4.09
24.25102,99.23,1007.48,24.38,1767221566,4.11
24.22599,99.2,1007.52,24.36,1767221626,4.1
24.23104,99.23,1007.5,24.36,1767221686,4.11
24.23934,99.22,1007.48,24.37,1767221746,4.12
24.25932,99.22,1007.49,24.39,1767221807,4.11
24.26101,99.23,1007.49,24.39,1767221867,4.12
24.26101,99.23,1007.49,24.39,1767221927,4.1
24.29434,99.25,1007.5,24.42,1767221987,4.11
24.28267,99.24,1007.51,24.41,1767222047,4.11
24.28603,99.26,1007.54,24.41,1767222107,4.11
24.28939,99.28,1007.52,24.41,1767222167,4.09
24.2977,99.27,1007.53,24.42,1767222227,4.08
24.316,99.26,1007.54,24.44,1767222287,4.09
24.26931,99.22,1007.55,24.4,1767222347,4.1
24.30433,99.25,1007.56,24.43,1767222407,4.11
24.28435,99.25,1007.56,24.41,1767222467,4.11
24.2526,99.18,1007.57,24.39,1767222527,4.12
24.25764,99.21,1007.59,24.39,1767222587,4.08
24.2976,99.21,1007.56,24.43,1767222647,4.12
24.27594,99.2,1007.54,24.41,1767222707,4.12
24.27258,99.18,1007.53,24.41,1767222767,4.11
24.29256,99.18,1007.54,24.43,1767222827,4.12
24.2975,99.15,1007.51,24.44,1767222887,4.11
24.29087,99.17,1007.51,24.43,1767222947,4.11
24.29256,99.18,1007.52,24.43,1767223007,4.1
24.32747,99.15,1007.51,24.47,1767223068,4.12
24.34082,99.17,1007.51,24.48,1767223128,4.08
24.35912,99.16,1007.47,24.5,1767223188,4.08
24.36249,99.18,1007.44,24.5,1767223248,4.12
24.38247,99.18,1007.46,24.52,1767223308,4.11
24.42411,99.19,1007.44,24.56,1767223368,4.1
24.43073,99.17,1007.45,24.57,1767223428,4.12
24.3791,99.16,1007.43,24.52,1767223488,4.12
24.39571,99.14,1007.48,24.54,1767223548,4.11
24.414,99.13,1007.47,24.56,1767223608,4.11
24.40064,99.11,1007.47,24.55,1767223668,4.12
24.41063,99.11,1007.49,24.56,1767223728,4.12
24.40895,99.1,1007.48,24.56,1767223788,4.11
24.41051,99.05,1007.5,24.57,1767223848,4.12
24.43386,99.07,1007.53,24.59,1767223908,4.11
24.44709,99.03,1007.58,24.61,1767223968,4.12
24.43879,99.04,1007.59,24.6,1767224028,4.11
24.44709,99.03,1007.62,24.61,1767224088,4.12
24.46031,98.99,1007.66,24.63,1767224148,4.12
24.50196,99.0,1007.67,24.67,1767224208,4.12
24.51855,98.98,1007.69,24.69,1767224268,4.11
24.53361,99.01,1007.69,24.7,1767224329,4.12
24.57355,99.01,1007.74,24.74,1767224389,4.11
24.58354,99.01,1007.74,24.75,1767224449,4.11
24.59184,99.0,1007.75,24.76,1767224509,4.12
24.62181,99.0,1007.75,24.79,1767224569,4.12
24.61673,98.97,1007.76,24.79,1767224629,4.12
24.61336,98.95,1007.75,24.79,1767224689,4.12
24.63993,98.93,1007.74,24.82,1767224749,4.12
24.68157,98.94,1007.79,24.86,1767224809,4.12
24.68987,98.93,1007.78,24.87,1767224869,4.1
24.72151,98.94,1007.8,24.9,1767224929,4.12
24.7547,98.9,1007.82,24.94,1767224989,4.12
24.77466,98.9,1007.83,24.96,1767225049,4.12
24.78127,98.88,1007.86,24.97,1767225109,4.11
24.81952,98.87,1007.85,25.01,1767225169,4.12
24.81443,98.84,1007.88,25.01,1767225229,4.13
24.82762,98.8,1007.91,25.03,1767225289,4.12
24.82762,98.8,1007.92,25.03,1767225349,4.12
24.8474,98.74,1007.93,25.06,1767225409,4.13
24.86397,98.72,1007.94,25.08,1767225469,4.13
24.89053,98.7,1007.94,25.11,1767225530,4.11
24.9088,98.69,1007.95,25.13,1767225590,4.11
24.89521,98.61,1007.98,25.13,1767225650,4.12
24.91665,98.56,1007.98,25.16,1767225710,4.12
24.92981,98.52,1008.0,25.18,1767225770,4.13
24.95635,98.5,1007.97,25.21,1767225831,4.12
24.97948,98.46,1007.98,25.24,1767225890,4.12
24.97243,98.36,1007.98,25.25,1767225950,4.13
25.00552,98.32,1008.01,25.29,1767226010,4.13
25.02692,98.27,1008.03,25.32,1767226070,4.12
25.01497,98.2,1008.01,25.32,1767226130,4.13
24.97764,98.04,1008.0,25.31,1767226190,4.12
24.99841,97.87,1008.0,25.36,1767226250,4.12
24.98609,97.74,1007.99,25.37,1767226310,4.12
25.03218,97.66,1008.03,25.43,1767226370,4.12
25.05659,97.57,1008.05,25.47,1767226431,4.13
25.05279,97.49,1008.08,25.48,1767226491,4.13
25.08061,97.42,1008.08,25.52,1767226551,4.13
25.12835,97.35,1008.07,25.58,1767226611,4.13
25.12451,97.27,1008.04,25.59,1767226671,4.13
25.16052,97.19,1008.02,25.64,1767226731,4.13
25.16662,97.11,1008.03,25.66,1767226792,4.13
25.17228,96.97,1008.05,25.69,1767226851,4.13
25.1991,96.78,1008.12,25.75,1767226911,4.13
25.18079,96.56,1008.1,25.77,1767226971,4.13
25.19624,96.42,1008.06,25.81,1767227031,4.13
25.21811,96.26,1008.0,25.86,1767227091,4.13
25.25565,96.19,1008.01,25.91,1767227151,4.13
25.27272,96.06,1007.99,25.95,1767227211,4.13
25.25641,95.91,1008.0,25.96,1767227271,4.13
25.25293,95.72,1008.05,25.99,1767227331,4.13
25.25227,95.49,1008.09,26.03,1767227391,4.12
25.2738,95.33,1008.06,26.08,1767227451,4.12
25.26545,95.17,1008.05,26.1,1767227511,4.13
25.28685,95.01,1008.01,26.15,1767227572,4.13
25.27485,94.83,1007.99,26.17,1767227632,4.13
25.28192,94.59,1007.96,26.22,1767227692,4.13
25.28682,94.45,1007.97,26.25,1767227752,4.13
25.39189,94.65,1008.02,26.32,1767227812,4.12
25.46891,94.86,1008.09,26.36,1767227872,4.12
25.4334,94.66,1008.11,26.36,1767227932,4.13
25.28496,94.05,1008.11,26.32,1767227992,4.13
25.22062,93.58,1008.11,26.34,1767228052,4.13
25.23336,93.32,1008.11,26.4,1767228112,4.13
25.25681,93.23,1008.08,26.44,1767228172,4.13
25.33881,93.3,1008.07,26.51,1767228232,4.13
25.45683,93.57,1008.09,26.58,1767228292,4.13
25.54782,93.69,1008.18,26.65,1767228352,4.13
25.55415,93.67,1008.18,26.66,1767228412,4.13
25.60461,93.73,1008.23,26.7,1767228472,4.13
25.63169,93.66,1008.25,26.74,1767228532,4.13
25.64343,93.34,1008.24,26.81,1767228592,4.13
25.66046,93.16,1008.2,26.86,1767228652,4.13
25.6902,93.16,1008.19,26.89,1767228712,4.12
25.70992,93.05,1008.18,26.93,1767228772,4.13
25.79101,93.06,1008.19,27.01,1767228832,4.13
25.83148,93.01,1008.17,27.06,1767228892,4.13
25.86749,92.99,1008.19,27.1,1767228952,4.13
25.82933,92.78,1008.23,27.1,1767229013,4.13
25.75384,92.42,1008.28,27.09,1767229073,4.13
25.82468,92.32,1008.27,27.18,1767229133,4.13
25.81704,92.17,1008.29,27.2,1767229193,4.13
25.92368,92.32,1008.31,27.28,1767229253,4.13
25.98888,92.46,1008.32,27.32,1767229313,4.13
25.98236,92.1,1008.32,27.38,1767229373,4.12
25.87144,91.39,1008.37,27.4,1767229433,4.13
25.8907,91.12,1008.37,27.47,1767229493,4.13
25.94443,91.09,1008.38,27.53,1767229553,4.13
25.96605,91.1,1008.43,27.55,1767229613,4.13
26.03889,90.96,1008.46,27.65,1767229673,4.13
26.14706,91.17,1008.47,27.72,1767229733,4.13
26.005,90.46,1008.51,27.71,1767229793,4.13
25.96911,90.11,1008.52,27.74,1767229853,4.13
25.98935,90.06,1008.49,27.77,1767229913,4.12
25.9259,89.67,1008.55,27.78,1767229973,4.13
25.86595,89.3,1008.53,27.79,1767230033,4.13
25.90278,89.13,1008.54,27.86,1767230093,4.13
25.88951,89.06,1008.58,27.86,1767230153,4.13
25.85951,88.85,1008.57,27.87,1767230213,4.13
25.98011,89.07,1008.61,27.95,1767230273,4.13
26.0309,89.13,1008.65,27.99,1767230334,4.13
26.0745,89.1,1008.63,28.04,1767230394,4.13
26.05655,88.85,1008.64,28.07,1767230454,4.13
26.06199,88.62,1008.64,28.12,1767230514,4.13
25.91498,87.75,1008.61,28.14,1767230574,4.13
25.94547,87.5,1008.66,28.22,1767230634,4.13
25.97161,87.33,1008.68,28.28,1767230694,4.13
25.96056,87.07,1008.67,28.32,1767230754,4.13
26.05815,87.32,1008.7,28.37,1767230814,4.13
26.15934,87.64,1008.71,28.41,1767230874,4.13
26.23086,87.96,1008.72,28.42,1767230934,4.13
26.05784,87.42,1008.72,28.35,1767230994,4.13
26.02728,87.11,1008.69,28.38,1767231054,4.13
26.05332,86.89,1008.68,28.45,1767231114,4.13
26.1179,87.02,1008.63,28.49,1767231174,4.13
26.22319,87.36,1008.63,28.53,1767231234,4.13
26.36007,87.61,1008.68,28.62,1767231294,4.13
26.33387,87.12,1008.65,28.69,1767231354,4.14
26.31084,86.8,1008.7,28.73,1767231414,4.13
26.33464,86.57,1008.71,28.8,1767231475,4.13
26.34257,86.46,1008.75,28.83,1767231535,4.13
26.3524,86.21,1008.75,28.89,1767231595,4.13
